_id,archived,contentUrl,datetime,deleted,id,location.coordinates,location.type,markerColor.rgbFill,markerColor.rgbOutline,markerColors.rgbFill,markerColors.rgbOutline,position.lat,position.lng,posttime,snippetImage,snippetText,tags,title,userId
robbearman/20200811171245738,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/20200811171245738.html,2020-08-11T17:12:00.000Z,false,robbearman/20200811171245738,"[-110.934195,43.786708]",Point,,,null,null,,,2020-08-11T17:12:45.738Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/20200811171245738/1.jpg,Grand Targhee Resort Summit Webcam,"[""Alta"",""Exploring the World"",""Sunrises"",""Sunsets"",""United States"",""Videos"",""Webcams"",""Wyoming"",""YouTube"",""Smoke""]",Grand Targhee Resort Summit Webcam,robbearman
robbearman/20200811181430598,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/20200811181430598.html,2020-08-11T18:14:00.000Z,false,robbearman/20200811181430598,"[8.12346,55.626789]",Point,,,null,null,,,2020-08-11T18:14:30.598Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/20200811181430598/1.jpg,Vejers Strand Webcam,"[""Denmark"",""Exploring the World"",""Europe"",""Sunrises"",""Sunsets"",""Vejers Strand"",""Videos"",""Webcams"",""YouTube""]",Vejers Strand Webcam,robbearman
robbearman/20200811212147204,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/20200811212147204.html,2020-08-11T21:21:00.000Z,false,robbearman/20200811212147204,"[-77.03522615355836,38.88939894730685]",Point,,,null,null,,,2020-08-11T21:21:47.204Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/20200811212147204/1.jpg,Washington Monument Webcam,"[""Exploring the World"",""Sunsets"",""United States"",""Videos"",""Washington DC"",""Washington Monument"",""Webcams""]",Washington Monument Webcam,robbearman
robbearman/20200812181208067,false,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/html/20200812181208067.html,2020-08-12T18:09:00.000Z,false,robbearman/20200812181208067,"[-121.9416917,37.3498667]",Point,,,null,null,,,2020-08-12T18:12:08.067Z,accounts/us-east-1:158a74f0-ad1c-4176-a779-0733640a64bd/images/20200812181208067/1.jpg,Sitting in a shady spot in an empty campus on a hot summer day.,"[""California"",""Santa Clara"",""Santa Clara University"",""SCU"",""United States""]",My Morning Oasis of Sanity,robbearman
vfyw/20200814174419016,false,accounts/us-east-1:d2ef7edb-69ab-41dc-ad9e-0c2e82fe2a21/html/20200814174419016.html,2020-08-07T15:00:00.000Z,false,vfyw/20200814174419016,"[102.65050992967454,17.959677814797587]",Point,,,null,null,,,2020-08-14T17:44:19.016Z,accounts/us-east-1:d2ef7edb-69ab-41dc-ad9e-0c2e82fe2a21/images/20200814174419016/1.jpg,"This week’s view is taken from the Qube Hotel, Vientiane, Laos. Based on the building opposite, I am going to guess the photo was taken from the balcony on the 12th floor, looking north-east across the man-made canals that flow into the That Luang Lake.","[""Asia"",""Laos"",""The Dish"",""Vientiane"",""View From Your Window""]",The View From Your Window Contest: Winner #244,vfyw
CityOfSantaClara/20200818172153945,false,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/html/20200818172153945.html,2018-11-22T18:40:00.000Z,false,CityOfSantaClara/20200818172153945,"[-121.94549231734287,37.35208102411342]",Point,,,null,null,,,2020-08-18T17:21:53.945Z,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/images/20200818172153945/1.jpg,"The gem of Santa Clara, the Morse Mansion was built in 1892 for Charles Copeland Morse, founder of the Morse Seed Company. The house ""that seeds built"" is a beautiful Queen Anne building, with faceted glass windows, lovely floors, fireplaces, a full basement, a glassed-in porch. The original carriage house is located in the rear.","[""California"",""Santa Clara"",""Tour of Historical Santa Clara"",""United States""]",981 Fremont Street - Morse Mansion,CityOfSantaClara
CityOfSantaClara/20200818173759185,false,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/html/20200818173759185.html,2020-08-18T16:03:00.000Z,false,CityOfSantaClara/20200818173759185,"[-121.9479233562051,37.35110114783388]",Point,,,null,null,,,2020-08-18T17:37:59.185Z,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/images/20200818173759185/1.jpg,"The H. L. Warburton House is a stripped Queen Anne that was built in 1889. The unusual house, which lacks the typical Queen Anne ornamentation, is dominated by a steeply pitched gabled roof with an offset gable. Various owners lived here until Luke Warburton, a prominent local resident and father of Austen Warburton, moved here in 1923.","[""California"",""Santa Clara"",""Tour of Historical Santa Clara"",""United States""]",1191 Fremont Street - H. L. Warburton House,CityOfSantaClara
CityOfSantaClara/20200818175129601,false,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/html/20200818175129601.html,2020-08-18T15:59:00.000Z,false,CityOfSantaClara/20200818175129601,"[-121.945222628092,37.351575141149766]",Point,,,null,null,,,2020-08-18T17:51:29.601Z,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/images/20200818175129601/1.jpg,"Built in 1905, the Franck House is a local example of a California Colonial Revival home. Note the quatrefoil windows on either side of the lower bay as well as the paired cameo windows at the second level. The home was built by F.C. Franck, Jr., son of State Senator F.C. Franck. The site of Senator Franck's home is now the Wells Fargo Bank at Washington and Benton Streets.","[""California"",""Santa Clara"",""Tour of Historical Santa Clara"",""United States""]",1179 Washington Street - Franck House,CityOfSantaClara
CityOfSantaClara/20200818222542067,false,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/html/20200818222542067.html,2020-08-18T22:25:00.000Z,false,CityOfSantaClara/20200818222542067,"[-121.94134373654703,37.34929980085763]",Point,,,null,null,,,2020-08-18T22:25:42.067Z,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/images/20200818222542067/1.jpg,"The present building is an enlarged replica of the original church built on this site in 1822. In 1926, the old Mission Church as destroyed by fire. The St. Francis Chapel at the rear of the church is the only surviving remnant of the 1822 church. The University of Santa Clara was the first institution to offer classes in higher learning in California. Also visit the site of the third mission (1784-1818) at Franklin and El Camino adjacent to the main entrance to the University.","[""California"",""Santa Clara"",""Tour of Historical Santa Clara"",""United States""]",Mission Santa Clara de Assis,CityOfSantaClara
CityOfSantaClara/20200818223055692,false,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/html/20200818223055692.html,2020-08-18T22:30:00.000Z,false,CityOfSantaClara/20200818223055692,"[-121.93645587070318,37.35322487475041]",Point,,,null,null,,,2020-08-18T22:30:55.692Z,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/images/20200818223055692/1.jpg,"The station was originally built by the San Francisco & San Jose Railroad Co. on the east side of the tracks and later moved to its present location. Restored to its ""original"" condition by the South Bay Historical Railroad Society in 1993, it is the oldest continuously operated depot west of the Mississippi. The Interlocking Control Tower (1927) is one of two unmodified Harridan Standard #4 towers in California. Combined with the speeder and utility shed, the control tower and depot form the Santa Clara Historic Railroad Complex.","[""California"",""Santa Clara"",""Tour of Historical Santa Clara"",""United States""]",1005 Railroad Avenue - Santa Clara Railroad Depot,CityOfSantaClara
CityOfSantaClara/20200818223730998,false,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/html/20200818223730998.html,2020-08-18T22:37:00.000Z,false,CityOfSantaClara/20200818223730998,"[-121.94025060344033,37.35198209880527]",Point,,,null,null,,,2020-08-18T22:37:30.998Z,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/images/20200818223730998/1.jpg,"Built around 1790, this was originally one of the thirty houses in 5 parallel rows for married neophyte Indian couples. It is the only surviving structure of the third mission complex and is one of the oldest adobes in California. Purchased in 1913 by the Woman's Club, it has served as their headquarters ever since.","[""California"",""Santa Clara"",""Tour of Historical Santa Clara"",""United States""]","3260 The Alameda - Woman's Club Adobe",CityOfSantaClara
CityOfSantaClara/20200818224247896,false,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/html/20200818224247896.html,2020-08-18T22:42:00.000Z,false,CityOfSantaClara/20200818224247896,"[-121.94554868966816,37.35080795754459]",Point,,,null,null,,,2020-08-18T22:42:47.896Z,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/images/20200818224247896/1.jpg,"Dr. Paul's House was built in the 1890s and is an Eastlake-style structure. Dr. Judson Paul was one of Santa Clara's best-known physicians during the 19th century. Also on the property is Dr. Saxe's office building located at 1045 Benton Street. The office was built circa 1855.","[""California"",""Santa Clara"",""Tour of Historical Santa Clara"",""United States""]","1116 Washington Street - Dr. Paul's House",CityOfSantaClara
CityOfSantaClara/20200818224712179,false,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/html/20200818224712179.html,2020-08-18T22:47:00.000Z,false,CityOfSantaClara/20200818224712179,"[-121.94576058418033,37.35126211135523]",Point,,,null,null,,,2020-08-18T22:47:12.179Z,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/images/20200818224712179/1.jpg,"This home was constructed in 1862 by pioneer carpenter Calvin Russell. This Carpenter Gothic-style residence has a gable roof, louvered shutters, a door with porcelain knob and a bell which was fashioned in 1860. John Robinson, one of Santa Clara's first druggists, later owned this home.","[""California"",""Santa Clara"",""Tour of Historical Santa Clara"",""United States""]",1184 Washington Street - Russell-Robinson House,CityOfSantaClara
CityOfSantaClara/20200818225229002,false,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/html/20200818225229002.html,2020-08-18T22:52:00.000Z,false,CityOfSantaClara/20200818225229002,"[-121.94687344951947,37.35257397246629]",Point,,,null,null,,,2020-08-18T22:52:29.002Z,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/images/20200818225229002/1.jpg,"These seven houses are the oldest surviving block of homes in Santa Clara which haven't been altered or diluted. Numbers 1051 and 1065 are the oldest and date back to 1891. The architectural styles range from Queen Anne to Eastlake, Stick and Shingle. An alley filled with carriage houses runs behind the homes, keeping garage structures tucked out of sight. This is an almost perfect late 19th century streetscape.","[""California"",""Santa Clara"",""Tour of Historical Santa Clara"",""United States""]",1000 Block Harrison Street,CityOfSantaClara
CityOfSantaClara/20200818225514678,false,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/html/20200818225514678.html,2020-08-18T22:55:00.000Z,false,CityOfSantaClara/20200818225514678,"[-121.94766288198224,37.352300214739806]",Point,,,null,null,,,2020-08-18T22:55:14.678Z,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/images/20200818225514678/1.jpg,"This Stick/Eastlake home was built in 1892 and is one of the best of its type remaining in Santa Clara's Old Quad. The wide variety of surface materials, the wealth and distinction of the ornamentation and the excellent condition of the residence combine to make this home quite striking.","[""California"",""Santa Clara"",""Tour of Historical Santa Clara"",""United States""]",1111 Harrison Street - Daniel Moody House,CityOfSantaClara
CityOfSantaClara/20200818230000601,false,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/html/20200818230000601.html,2020-08-18T23:00:00.000Z,false,CityOfSantaClara/20200818230000601,"[-121.94821226791578,37.351679848539334]",Point,,,null,null,,,2020-08-18T23:00:00.601Z,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/images/20200818230000601/1.jpg,These homes present a pleasant streetscape of one-and-one-half-story Queen Anne cottages which were very popular in Santa Clara during the 1890s. Both homes have a slanted bay projecting from the left of the facade topped by a gabled roof.,"[""California"",""Santa Clara"",""Tour of Historical Santa Clara"",""United States""]",1295 Jackson Street,CityOfSantaClara
CityOfSantaClara/20200818230132148,false,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/html/20200818230132148.html,2020-08-18T23:01:00.000Z,false,CityOfSantaClara/20200818230132148,"[-121.94808620409208,37.351447436767195]",Point,,,null,null,,,2020-08-18T23:01:32.148Z,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/images/20200818230132148/1.jpg,These homes present a pleasant streetscape of one-and-one-half-story Queen Anne cottages which were very popular in Santa Clara during the 1890s. Both homes have a slanted bay projecting from the left of the facade topped by a gabled roof.,"[""California"",""Santa Clara"",""Tour of Historical Santa Clara"",""United States""]",1261 Jackson Street,CityOfSantaClara
CityOfSantaClara/20200818230453118,false,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/html/20200818230453118.html,2020-08-18T23:04:00.000Z,false,CityOfSantaClara/20200818230453118,"[-121.94830279247003,37.35089813475145]",Point,,,null,null,,,2020-08-18T23:04:53.118Z,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/images/20200818230453118/1.jpg,"The Gardner House was built in 1891 by Mathilda Gardner and her son Lewis. Mrs. Gardner owned the entire block and her children built homes on this block. The one-and-one-half-story Queen Anne cottage is typical of the popular worker's home of the late 19th century.","[""California"",""Santa Clara"",""Tour of Historical Santa Clara"",""United States""]",1210 Jackson Street - Lewis Gardner House,CityOfSantaClara
CityOfSantaClara/20200818231112053,false,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/html/20200818231112053.html,2020-08-18T23:11:00.000Z,false,CityOfSantaClara/20200818231112053,"[-121.94800224528696,37.35031385637555]",Point,,,null,null,,,2020-08-18T23:11:12.053Z,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/images/20200818231112053/1.jpg,This wonderful two-and-one-half-story Queen Anne home was built in 1890 and has great textural appeal. The asymmetrical home has a combination hipped and gabled roof. Note the combination of shingles and carved wooden blocks and how well the elements work together.,"[""California"",""Santa Clara"",""Tour of Historical Santa Clara"",""United States""]",1160 Jackson Street - A. A. Warren House,CityOfSantaClara
CityOfSantaClara/20200818231821293,false,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/html/20200818231821293.html,2020-08-18T23:18:00.000Z,false,CityOfSantaClara/20200818231821293,"[-121.94644193127104,37.35164951170466]",Point,,,null,null,,,2020-08-18T23:18:21.293Z,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/images/20200818231821293/1.jpg,"This Craftsman bungalow is one of several ""newer"" architectural styles found in Santa Clara's Old Quad. The transitional architecture has pronounced Craftsman features in the detailing and materials but also has a curious wraparound veranda with classic columns and narrow clapboards characteristic of the earlier Colonial Revival design.","[""California"",""Santa Clara"",""Tour of Historical Santa Clara"",""United States""]",1061 Fremont Street - Dugdell-Pinkham House,CityOfSantaClara
CityOfSantaClara/20200818232514764,false,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/html/20200818232514764.html,2020-08-18T23:25:00.000Z,false,CityOfSantaClara/20200818232514764,"[-121.94648114000893,37.35118211535473]",Point,,,null,null,,,2020-08-18T23:25:14.764Z,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/images/20200818232514764/1.jpg,"The Palmer House is part of a group of five homes forming a striking streetscape. The houses are significant due to the uniform lot sizes and building materials. Although the architectural styles differ greatly, the scales closely match one another, adding to the uniformity of the group and serving as a coherent reminder of 19th century buildings within a neighborhood.","[""California"",""Santa Clara"",""Tour of Historical Santa Clara"",""United States""]",1195 Main Street - Palmer Home,CityOfSantaClara
CityOfSantaClara/20200818232715576,false,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/html/20200818232715576.html,2020-08-18T23:27:00.000Z,false,CityOfSantaClara/20200818232715576,"[-121.94675798874316,37.35062408793411]",Point,,,null,null,,,2020-08-18T23:27:15.576Z,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/images/20200818232715576/1.jpg,"The Shoemaker House is part of a group of five homes forming a striking streetscape. The houses are significant due to the uniform lot sizes and building materials. Although the architectural styles differ greatly, the scales closely match one another, adding to the uniformity of the group and serving as a coherent reminder of 19th century buildings within a neighborhood.","[""California"",""Santa Clara"",""Tour of Historical Santa Clara"",""United States""]",1142 Main Street - Shoemaker House,CityOfSantaClara
CityOfSantaClara/20200818233607009,false,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/html/20200818233607009.html,2020-08-18T23:36:00.000Z,false,CityOfSantaClara/20200818233607009,"[-121.94626891757572,37.35091574927634]",Point,,,null,null,,,2020-08-18T23:36:07.009Z,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/images/20200818233607009/1.jpg,"This Greek Revival style home was built of precut lumber from Maine and shipped around Cape Horn. Four fireplaces and a picture window were added later. Samuel Johnson built the house in 1851. He was a business and civic leader in Santa Clara. The house was subsequently purchased in 1873 by Mary Schumacher, widow of a Civil War colonel.","[""California"",""Santa Clara"",""Tour of Historical Santa Clara"",""United States""]",1159 Main Street - Johnson House,CityOfSantaClara
CityOfSantaClara/20200818233859281,false,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/html/20200818233859281.html,2020-08-18T23:38:00.000Z,false,CityOfSantaClara/20200818233859281,"[-121.94736171638093,37.35015897062845]",Point,,,null,null,,,2020-08-18T23:38:59.281Z,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/images/20200818233859281/1.jpg,"The Robert Menzel House was designed by architects Wolf & MacKenzie and built in 1895. It is a good example of Queen Anne style architecture with the ""witches tower"" as a prominent architectural feature. Robert Menzel came to Santa Clara in 1875 and was later City Treasurer and Superintendent of Schools.","[""California"",""Santa Clara"",""Tour of Historical Santa Clara"",""United States""]",1191 Benton Street - Robert Menzel House,CityOfSantaClara
CityOfSantaClara/20200818234252096,false,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/html/20200818234252096.html,2020-08-18T23:42:00.000Z,false,CityOfSantaClara/20200818234252096,"[-121.95373853778283,37.35051307635225]",Point,,,null,null,,,2020-08-18T23:42:52.096Z,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/images/20200818234252096/1.jpg,"This Queen Anne Victorian, known as the Morgan House, was built in 1895 by real estate magnate John Center Morgan for his niece Margaret Center Morgan. Twin doghouse dormers and horizontal siding that were shipped around Cape Horn are predominant features.","[""California"",""Santa Clara"",""Tour of Historical Santa Clara"",""United States""]",1380 Lincoln Street - Morgan House,CityOfSantaClara
CityOfSantaClara/20200818234632497,false,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/html/20200818234632497.html,2020-08-18T23:46:00.000Z,false,CityOfSantaClara/20200818234632497,"[-121.95453680129431,37.350670096353575]",Point,,,null,null,,,2020-08-18T23:46:32.497Z,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/images/20200818234632497/1.jpg,"This cottage was built in 1870. Several additions have altered its appearance including a pitched and flat roof, as well as a glass-enclosed porch with horizontal and vertical siding. Mr. Trogden subdivided this block in 1868 (Santa Clara's first subdivision) and lived here from 1870 to 1940.","[""California"",""Santa Clara"",""Tour of Historical Santa Clara"",""United States""]",1669 Catherine Street - Trogden House,CityOfSantaClara
CityOfSantaClara/20200818235126817,false,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/html/20200818235126817.html,2007-10-13T22:39:00.000Z,false,CityOfSantaClara/20200818235126817,"[-121.95319171695913,37.34700535438036]",Point,,,null,null,,,2020-08-18T23:51:26.817Z,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/images/20200818235126817/1.jpg,The Carmelite Monastery is an award-winning example of Spanish Ecclesiastical architecture. Judge Hiram Bond purchased the land the Monastery now sits on in 1895 and established a ranch house. His visitors included author Jack London. The property was purchased by Senator James Phelan and his nephew Noel Sullivan and the Carmelite Monastery was built in 1917. Note the extensive olive groves and wonderful gardens.,"[""California"",""Santa Clara"",""Tour of Historical Santa Clara"",""United States""]",1000 Lincoln Street - Carmelite Monastery,CityOfSantaClara
CityOfSantaClara/20200818235434374,false,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/html/20200818235434374.html,2020-08-18T23:54:00.000Z,false,CityOfSantaClara/20200818235434374,"[-121.95112907299014,37.34772332069838]",Point,,,null,null,,,2020-08-18T23:54:34.374Z,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/images/20200818235434374/1.jpg,"This two-story residence represents one of the largest and finest Craftsman Bungalow buildings in the city. The structure, designed by Wolf & MacKenzie, is characterized by a double gabled, steeply pitched roof and punctuated by a large shed dormer. A full front porch is supported by four squared wooden pillars.","[""California"",""Santa Clara"",""Tour of Historical Santa Clara"",""United States""]",1543 Franklin Street - Semas House,CityOfSantaClara
CityOfSantaClara/20200818235813337,false,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/html/20200818235813337.html,2020-08-18T23:58:00.000Z,false,CityOfSantaClara/20200818235813337,"[-121.95078263196527,37.3461674527285]",Point,,,null,null,,,2020-08-18T23:58:13.337Z,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/images/20200818235813337/1.jpg,"This two-and-one-half-story late Queen Anne-style home began its life as a one-story home, built circa 1889, and was raised up in the 1920s. The home was purchased in 1932 by William P. Kiely, for whom Kiely Boulevard in Santa Clara was named. The house was also occupied by the Enright family.","[""California"",""Santa Clara"",""Tour of Historical Santa Clara"",""United States""]",1588 Homestead Road - Kiely House,CityOfSantaClara
CityOfSantaClara/20200819000136655,false,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/html/20200819000136655.html,2020-08-19T00:01:00.000Z,false,CityOfSantaClara/20200819000136655,"[-121.94725928522215,37.34743418029384]",Point,,,null,null,,,2020-08-19T00:01:36.655Z,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/images/20200819000136655/1.jpg,The Elim Church is the only Gothic-style church in Santa Clara. The building was constructed in 1904. A steeple sits over the tower when seen from Homestead Road and is a distinctive feature of this structure.,"[""California"",""Santa Clara"",""Tour of Historical Santa Clara"",""United States""]",1298 Homestead Road - Elim German Community Church,CityOfSantaClara
CityOfSantaClara/20200819000412623,false,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/html/20200819000412623.html,2020-08-19T00:04:00.000Z,false,CityOfSantaClara/20200819000412623,"[-121.94857135292048,37.346349305047134]",Point,,,null,null,,,2020-08-19T00:04:12.623Z,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/images/20200819000412623/1.jpg,This stripped Queen Anne Cottage is typical of the predominantly wood construction of the Old Quad area. The absence of much Queen Anne gingerbread gives this house the look of Greek Revival architecture. Newton Jackson was a janitor for the Hall of Records in San Jose.,"[""California"",""Santa Clara"",""Tour of Historical Santa Clara"",""United States""]",1409 Lexington Street - Newton Jackson House,CityOfSantaClara
CityOfSantaClara/20200819000815917,false,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/html/20200819000815917.html,2020-08-19T00:08:00.000Z,false,CityOfSantaClara/20200819000815917,"[-121.95353508361889,37.342331339306305]",Point,,,null,null,,,2020-08-19T00:08:15.917Z,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/images/20200819000815917/1.jpg,"The Harris-Lass House is one of Santa Clara's two historic home museums. The site is significant as Santa Clara's last farm. The 11-room Italianate-style house was originally lived in by Albert Harris, at one time a vice president of the Santa Clara Valley Bank. The home was later purchased by Captain Frederick Lass and his descendants lived in the house for over 75 years.","[""California"",""Santa Clara"",""Tour of Historical Santa Clara"",""United States""]",1889 Market Street - Harris-Lass Historic Preserve,CityOfSantaClara
CityOfSantaClara/20200819001043723,false,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/html/20200819001043723.html,2020-08-19T00:10:00.000Z,false,CityOfSantaClara/20200819001043723,"[-121.94853569728961,37.34476646681763]",Point,,,null,null,,,2020-08-19T00:10:43.723Z,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/images/20200819001043723/1.jpg,"This 1880s era Gothic Revival-style home is most notable for its ""Gothic"" feature &mdash; a steeply pitched facade gable. The house is sheathed in shiplap siding with corner boards at the building ends.","[""California"",""Santa Clara"",""Tour of Historical Santa Clara"",""United States""]",1490 Santa Clara Street - Gothic Revival,CityOfSantaClara
CityOfSantaClara/20200819001350508,false,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/html/20200819001350508.html,2020-08-19T00:13:00.000Z,false,CityOfSantaClara/20200819001350508,"[-121.94764622743511,37.34563085004557]",Point,,,null,null,,,2020-08-19T00:13:50.508Z,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/images/20200819001350508/1.jpg,"The George L. Sullivan home &mdash; named for the first dean of Santa Clara University's Engineering School &mdash; is a Craftsman bungalow built in 1906. the house has a porch pergola covered in vines which is a typical Craftsman landscaping treatment. The house is covered in redwood clapboard siding and is one of the largest and best-kept examples of a Craftsman in the city.","[""California"",""Santa Clara"",""Tour of Historical Santa Clara"",""United States""]",725 Madison Street - George L. Sullivan House,CityOfSantaClara
CityOfSantaClara/20200819001657899,false,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/html/20200819001657899.html,2020-08-19T00:16:00.000Z,false,CityOfSantaClara/20200819001657899,"[-121.94644593375591,37.344915031852835]",Point,,,null,null,,,2020-08-19T00:16:57.899Z,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/images/20200819001657899/1.jpg,"This ""Dutch"" Queen Anne is one of the Old Quad's finest examples of Victorian architecture. Built in 1895, the shingle home has a Dutch gambrel roof, a bell capped turret, and a second-story bay with a false balcony crown.","[""California"",""Santa Clara"",""Tour of Historical Santa Clara"",""United States""]","610 Monroe Street - ""Dutch"" Queen Anne",CityOfSantaClara
CityOfSantaClara/20200819001940380,false,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/html/20200819001940380.html,2020-08-19T00:19:00.000Z,false,CityOfSantaClara/20200819001940380,"[-121.94522828979059,37.34535162951633]",Point,,,null,null,,,2020-08-19T00:19:40.380Z,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/images/20200819001940380/1.jpg,"Built after 1935, this Spanish Colonial Revival home is on the site of one of Santa Clara's oldest Victorian homes, which was destroyed by a fire. This is one of the Old Quad's few Spanish Colonial Revival homes, and is a sterling example. Note the overhanging porch roof which is supported by four hexagonal shaped wood columns. Built by William A. Wilson, owner of Wilson's Jewel Bakery.","[""California"",""Santa Clara"",""Tour of Historical Santa Clara"",""United States""]",610 Jackson Street - Wilson House,CityOfSantaClara
CityOfSantaClara/20200819002223366,false,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/html/20200819002223366.html,2020-08-19T00:22:00.000Z,false,CityOfSantaClara/20200819002223366,"[-121.94203173806883,37.345740578884254]",Point,,,null,null,,,2020-08-19T00:22:23.366Z,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/images/20200819002223366/1.jpg,"This Queen Anne home is one and a half stories high and was built in the 1890s. The house is significant for both its lovely Queen Anne-style architecture as well as the fact that its original owner was John C. McPherson, an ""orchardist"" who ran a feed and fuel store. John McPherson was also a member of the City Council and president of the Town Board.","[""California"",""Santa Clara"",""Tour of Historical Santa Clara"",""United States""]",561 Washington Street - John C. McPherson House,CityOfSantaClara
CityOfSantaClara/20200819002544137,false,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/html/20200819002544137.html,2020-08-19T00:25:00.000Z,false,CityOfSantaClara/20200819002544137,"[-121.94455414968785,37.34664725189038]",Point,,,null,null,,,2020-08-19T00:25:44.137Z,accounts/us-east-1:64bfa09d-d50d-4560-8d0e-267298e3066e/images/20200819002544137/1.jpg,"Built in 1886, this stick-style Victorian was home to Dr. Henry Warburton, Santa Clara's first medical man. Note the ""widow's walk"" sitting atop the hipped roof.","[""California"",""Santa Clara"",""Tour of Historical Santa Clara"",""United States""]",714 and 716 Main Street - Henry Warburton House,CityOfSantaClara
